id,name,img-player,position,team,img-team,league,img-league,nation,img-nation,strong-foot,skill-moves,weak-foot,birth-date,height,workrates,type-card,over,pac,sho,pas,dri,def,phy
83,Abo Eisa,https://futhead.cursecdn.com/static/img/22/players/242402.png,LM,Bradford City,https://futhead.cursecdn.com/static/img/22/clubs/1804.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,Sudan,https://futhead.cursecdn.com/static/img/22/nations/141.png,Right,3,3,5/1/1996,180cm,High/Medium,Bronze,64,93,58,54,67,28,63
84,Abou Ouattara,https://futhead.cursecdn.com/static/img/22/players/242405.png,LM,Valenciennes FC,https://futhead.cursecdn.com/static/img/22/clubs/110456.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,Burkina Faso,https://futhead.cursecdn.com/static/img/22/nations/101.png,Right,3,3,26/12/1999,177cm,High/Medium,Bronze,64,80,56,54,68,32,54
85,Aboubacar Keita,https://futhead.cursecdn.com/static/img/22/players/247014.png,CB,Colorado Rapids,https://futhead.cursecdn.com/static/img/22/clubs/694.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Left,2,3,6/4/2000,189cm,Medium/Medium,Silver,65,80,27,51,50,63,73
86,Aboubacar Keita,https://futhead.cursecdn.com/static/img/22/players/247014.png,CB,Columbus Crew,https://futhead.cursecdn.com/static/img/22/clubs/687.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Left,2,3,6/4/2000,189cm,Medium/Medium,Silver,65,80,27,51,50,63,73
87,Aboubakary Kanté,https://futhead.cursecdn.com/static/img/22/players/229045.png,ST,CF Fuenlabrada,https://futhead.cursecdn.com/static/img/22/clubs/110065.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Gambia,https://futhead.cursecdn.com/static/img/22/nations/116.png,Right,3,3,11/8/1994,184cm,Medium/Medium,Silver,68,90,67,56,67,23,71
88,Aboubakary Koita,https://futhead.cursecdn.com/static/img/22/players/239028.png,LM,Sint-Truiden,https://futhead.cursecdn.com/static/img/22/clubs/680.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,Belgium,https://futhead.cursecdn.com/static/img/22/nations/7.png,Right,4,4,20/09/1998,175cm,Medium/Medium,Silver,69,86,72,64,72,36,66
90,Abu Francis,https://futhead.cursecdn.com/static/img/22/players/251845.png,CAM,FC Nordsjælland,https://futhead.cursecdn.com/static/img/22/clubs/1788.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Ghana,https://futhead.cursecdn.com/static/img/22/nations/117.png,Right,3,3,27/04/2001,184cm,High/Medium,Bronze,64,75,58,59,67,47,65
91,Achille Anani,https://futhead.cursecdn.com/static/img/22/players/212940.png,ST,Grenoble Foot 38,https://futhead.cursecdn.com/static/img/22/clubs/1805.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,Ivory Coast,https://futhead.cursecdn.com/static/img/22/nations/108.png,Right,3,3,27/12/1994,179cm,Medium/Medium,Silver,68,90,68,55,67,26,62
92,Achilleas Poungouras,https://futhead.cursecdn.com/static/img/22/players/236458.png,CB,Panathinaikos,https://futhead.cursecdn.com/static/img/22/clubs/1884.png,Hellas Liga,https://futhead.cursecdn.com/static/img/22/leagues/63.png,Greece,https://futhead.cursecdn.com/static/img/22/nations/22.png,Right,2,4,13/12/1995,187cm,Low/Medium,Silver,68,63,41,47,49,70,69
93,Achraf El Bouchataoui,https://futhead.cursecdn.com/static/img/22/players/244052.png,CM,RKC Waalwijk,https://futhead.cursecdn.com/static/img/22/clubs/1905.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,3,3,12/1/2000,178cm,Medium/Medium,Silver,66,67,52,67,68,55,63
94,Achraf Hakimi,https://futhead.cursecdn.com/static/img/22/players/235212.png,RB,Paris SG,https://futhead.cursecdn.com/static/img/22/clubs/73.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png,Morocco,https://futhead.cursecdn.com/static/img/22/nations/129.png,Right,3,4,4/11/1998,181cm,High/Medium,Gold,85,95,71,78,83,76,78
95,Adalberto Carrasquilla,https://futhead.cursecdn.com/static/img/22/players/243544.png,CM,Houston Dynamo,https://futhead.cursecdn.com/static/img/22/clubs/698.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Panama,https://futhead.cursecdn.com/static/img/22/nations/87.png,Right,2,3,28/11/1998,170cm,High/Medium,Silver,69,73,61,64,72,57,66
96,Adalberto Peñaranda,https://futhead.cursecdn.com/static/img/22/players/231638.png,ST,UD Las Palmas,https://futhead.cursecdn.com/static/img/22/clubs/472.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Venezuela,https://futhead.cursecdn.com/static/img/22/nations/61.png,Right,3,3,31/05/1997,185cm,High/Medium,Silver,69,74,67,65,73,36,60
97,Adam Andersson,https://futhead.cursecdn.com/static/img/22/players/227601.png,LB,Rosenborg BK,https://futhead.cursecdn.com/static/img/22/clubs/298.png,Eliteserien,https://futhead.cursecdn.com/static/img/22/leagues/41.png,Sweden,https://futhead.cursecdn.com/static/img/22/nations/46.png,Right,2,4,11/11/1996,178cm,Medium/Medium,Silver,66,76,45,59,65,62,66
98,Adam Armstrong,https://futhead.cursecdn.com/static/img/22/players/221841.png,ST,Southampton,https://futhead.cursecdn.com/static/img/22/clubs/17.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,10/2/1997,172cm,High/Low,Gold,76,90,77,66,76,35,71
99,Adam Bareiro,https://futhead.cursecdn.com/static/img/22/players/246690.png,ST,Atlético de San Luis,https://futhead.cursecdn.com/static/img/22/clubs/112678.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Paraguay,https://futhead.cursecdn.com/static/img/22/nations/58.png,Right,3,3,26/07/1996,184cm,High/Low,Silver,70,69,69,52,68,22,64
100,Adam Bodzek,https://futhead.cursecdn.com/static/img/22/players/177129.png,CDM,Düsseldorf,https://futhead.cursecdn.com/static/img/22/clubs/110636.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,2,2,7/9/1985,184cm,Low/High,Silver,69,53,54,61,57,71,72
101,Adam Buksa,https://futhead.cursecdn.com/static/img/22/players/224438.png,ST,New England,https://futhead.cursecdn.com/static/img/22/clubs/691.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Left,3,4,12/7/1996,191cm,Medium/Low,Silver,71,68,70,56,67,30,75
102,Adam Clayton,https://futhead.cursecdn.com/static/img/22/players/186385.png,CDM,Birmingham City,https://futhead.cursecdn.com/static/img/22/clubs/88.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,14/01/1989,175cm,Low/High,Silver,66,53,59,64,63,64,67
103,Adam Clayton,https://futhead.cursecdn.com/static/img/22/players/186385.png,CDM,Doncaster,https://futhead.cursecdn.com/static/img/22/clubs/142.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,14/01/1989,175cm,Low/High,Silver,66,53,59,64,63,64,67
106,Adam Dźwigała,https://futhead.cursecdn.com/static/img/22/players/211362.png,CB,FC St. Pauli,https://futhead.cursecdn.com/static/img/22/clubs/110329.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,2,3,25/09/1995,185cm,Medium/Medium,Silver,65,65,43,51,54,61,74
108,Adam Forshaw,https://futhead.cursecdn.com/static/img/22/players/193910.png,CDM,Leeds United,https://futhead.cursecdn.com/static/img/22/clubs/8.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,8/10/1991,174cm,Low/High,Silver,71,65,61,72,71,64,64
109,Adam Hellborg,https://futhead.cursecdn.com/static/img/22/players/243620.png,CDM,IK Sirius,https://futhead.cursecdn.com/static/img/22/clubs/113458.png,Allsvenskan,https://futhead.cursecdn.com/static/img/22/leagues/56.png,Sweden,https://futhead.cursecdn.com/static/img/22/nations/46.png,Right,2,3,30/07/1998,188cm,Low/High,Bronze,64,46,44,58,58,60,71
110,Adam Hloušek,https://futhead.cursecdn.com/static/img/22/players/181205.png,LWB,Bruk-Bet,https://futhead.cursecdn.com/static/img/22/clubs/112510.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Left,2,2,20/12/1988,187cm,Medium/Medium,Silver,66,81,52,60,60,61,72
111,Adam Hložek,https://futhead.cursecdn.com/static/img/22/players/246618.png,ST,Sparta Praha,https://futhead.cursecdn.com/static/img/22/clubs/267.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,3,4,25/07/2002,188cm,High/Medium,Gold,76,78,75,71,76,31,78
112,Adam Idah,https://futhead.cursecdn.com/static/img/22/players/244288.png,ST,Norwich,https://futhead.cursecdn.com/static/img/22/clubs/1792.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Right,2,3,11/2/2001,190cm,High/Medium,Silver,67,72,68,42,64,22,66
113,Adam Jackson,https://futhead.cursecdn.com/static/img/22/players/204219.png,CB,Lincoln City,https://futhead.cursecdn.com/static/img/22/clubs/149.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,18/05/1994,187cm,Medium/Medium,Silver,66,51,30,42,52,65,70
115,Adam Karabec,https://futhead.cursecdn.com/static/img/22/players/256970.png,CAM,Sparta Praha,https://futhead.cursecdn.com/static/img/22/clubs/267.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Left,3,3,2/7/2003,185cm,High/Low,Silver,71,72,63,68,74,35,54
116,Adam Lallana,https://futhead.cursecdn.com/static/img/22/players/180819.png,CM,Brighton,https://futhead.cursecdn.com/static/img/22/clubs/1808.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,4,5,10/5/1988,178cm,High/High,Gold,75,67,70,78,79,62,56
117,Adam Le Fondre,https://futhead.cursecdn.com/static/img/22/players/163828.png,ST,Sydney FC,https://futhead.cursecdn.com/static/img/22/clubs/111400.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,2/12/1986,180cm,High/Low,Silver,70,64,73,62,70,30,71
119,Adam Lundqvist,https://futhead.cursecdn.com/static/img/22/players/220600.png,LB,Houston Dynamo,https://futhead.cursecdn.com/static/img/22/clubs/698.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Sweden,https://futhead.cursecdn.com/static/img/22/nations/46.png,Left,2,2,20/03/1994,175cm,High/Medium,Silver,67,67,52,63,62,63,61
120,Adam Maher,https://futhead.cursecdn.com/static/img/22/players/200223.png,CM,FC Utrecht,https://futhead.cursecdn.com/static/img/22/clubs/1903.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,3,2,20/07/1993,175cm,Medium/High,Gold,75,68,69,77,77,65,64
121,Adam Marušić,https://futhead.cursecdn.com/static/img/22/players/224031.png,RWB,Latium,https://futhead.cursecdn.com/static/img/22/clubs/115841.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Montenegro,https://futhead.cursecdn.com/static/img/22/nations/15.png,Right,3,4,17/10/1992,185cm,High/High,Gold,79,86,66,67,74,75,79
122,Adam Masina,https://futhead.cursecdn.com/static/img/22/players/225410.png,LB,Watford,https://futhead.cursecdn.com/static/img/22/clubs/1795.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Morocco,https://futhead.cursecdn.com/static/img/22/nations/129.png,Left,3,3,2/1/1994,191cm,Medium/High,Silver,74,62,42,66,68,72,73
123,Adam Matthews,https://futhead.cursecdn.com/static/img/22/players/193768.png,RB,Charlton Ath,https://futhead.cursecdn.com/static/img/22/clubs/89.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,Wales,https://futhead.cursecdn.com/static/img/22/nations/50.png,Right,3,3,13/01/1992,178cm,High/Medium,Silver,67,74,52,65,66,64,68
124,Adam Nemec,https://futhead.cursecdn.com/static/img/22/players/184433.png,ST,FC Voluntari,https://futhead.cursecdn.com/static/img/22/clubs/113182.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Slovakia,https://futhead.cursecdn.com/static/img/22/nations/43.png,Left,3,3,2/9/1985,192cm,Medium/Medium,Silver,65,44,65,46,62,30,73
125,Adam Ounas,https://futhead.cursecdn.com/static/img/22/players/231242.png,RW,Napoli,https://futhead.cursecdn.com/static/img/22/clubs/48.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Algeria,https://futhead.cursecdn.com/static/img/22/nations/97.png,Left,4,4,11/11/1996,172cm,Medium/Low,Silver,74,84,66,71,79,44,64
127,Adam Phillips,https://futhead.cursecdn.com/static/img/22/players/224225.png,CM,Morecambe,https://futhead.cursecdn.com/static/img/22/clubs/357.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,15/01/1998,180cm,Medium/Medium,Silver,66,72,63,62,67,59,62
129,Adam Radwański,https://futhead.cursecdn.com/static/img/22/players/262699.png,CAM,Bruk-Bet,https://futhead.cursecdn.com/static/img/22/clubs/112510.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,2,3,10/4/1998,170cm,High/Medium,Silver,65,77,60,61,65,49,60
130,Adam Reach,https://futhead.cursecdn.com/static/img/22/players/204215.png,LWB,West Brom,https://futhead.cursecdn.com/static/img/22/clubs/109.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Left,3,4,3/2/1993,185cm,High/Medium,Silver,71,75,69,68,72,63,70
131,Adam Smith,https://futhead.cursecdn.com/static/img/22/players/190885.png,RB,AFC Bournemouth,https://futhead.cursecdn.com/static/img/22/clubs/1943.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,29/04/1991,180cm,High/Medium,Silver,73,68,60,70,71,70,70
132,Adam Taggart,https://futhead.cursecdn.com/static/img/22/players/202676.png,ST,Cerezo Osaka,https://futhead.cursecdn.com/static/img/22/clubs/101148.png,Meiji Yasuda J1 League,https://futhead.cursecdn.com/static/img/22/leagues/349.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Right,3,3,2/6/1993,183cm,High/Medium,Silver,70,83,70,62,70,38,69
133,Adam Webster,https://futhead.cursecdn.com/static/img/22/players/207616.png,CB,Brighton,https://futhead.cursecdn.com/static/img/22/clubs/1808.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,4,4/1/1995,191cm,Medium/Medium,Gold,75,69,31,59,68,75,74
135,Adam Zreľák,https://futhead.cursecdn.com/static/img/22/players/239627.png,ST,Warta Poznań,https://futhead.cursecdn.com/static/img/22/clubs/112511.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Slovakia,https://futhead.cursecdn.com/static/img/22/nations/43.png,Left,2,4,5/5/1994,183cm,Medium/High,Silver,65,66,65,48,61,29,75
136,Adama Diakhaby,https://futhead.cursecdn.com/static/img/22/players/234924.png,RM,Amiens SC,https://futhead.cursecdn.com/static/img/22/clubs/1816.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,3,2,5/7/1996,184cm,Medium/Low,Silver,69,91,64,62,70,23,55
137,Adama Niane,https://futhead.cursecdn.com/static/img/22/players/212428.png,ST,FCSM,https://futhead.cursecdn.com/static/img/22/clubs/226.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,Mali,https://futhead.cursecdn.com/static/img/22/nations/126.png,Right,3,3,16/06/1993,182cm,Medium/Low,Silver,67,71,68,50,67,19,66
138,Adama Niane,https://futhead.cursecdn.com/static/img/22/players/212428.png,ST,USL Dunkerque,https://futhead.cursecdn.com/static/img/22/clubs/111276.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,Mali,https://futhead.cursecdn.com/static/img/22/nations/126.png,Right,3,3,16/06/1993,182cm,Medium/Low,Silver,67,71,68,50,67,19,66
139,Adama Soumaoro,https://futhead.cursecdn.com/static/img/22/players/200353.png,CB,Bologna,https://futhead.cursecdn.com/static/img/22/clubs/189.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Right,2,3,18/06/1992,187cm,Medium/Medium,Gold,75,56,37,55,55,74,80
140,Adama Traoré,https://futhead.cursecdn.com/static/img/22/players/193177.png,LB,WS Wanderers,https://futhead.cursecdn.com/static/img/22/clubs/112427.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Ivory Coast,https://futhead.cursecdn.com/static/img/22/nations/108.png,Left,2,2,3/2/1990,170cm,High/Medium,Silver,66,72,49,60,63,61,74
141,Adama Traoré,https://futhead.cursecdn.com/static/img/22/players/213956.png,RW,FC Barcelona,https://futhead.cursecdn.com/static/img/22/clubs/241.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,4,2,25/01/1996,178cm,High/Low,Gold,78,96,66,67,86,38,81
142,Adama Traoré,https://futhead.cursecdn.com/static/img/22/players/225151.png,CAM,Hatayspor,https://futhead.cursecdn.com/static/img/22/clubs/101028.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Mali,https://futhead.cursecdn.com/static/img/22/nations/126.png,Left,4,5,28/06/1995,178cm,High/Medium,Silver,73,77,63,73,75,61,70
143,Adama Traoré Diarra,https://futhead.cursecdn.com/static/img/22/players/213956.png,RW,Wolves,https://futhead.cursecdn.com/static/img/22/clubs/110.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,4,2,25/01/1996,178cm,High/Low,Gold,78,96,66,67,86,38,81
144,Adaílton,https://futhead.cursecdn.com/static/img/22/players/190139.png,LW,F.C. Tokyo,https://futhead.cursecdn.com/static/img/22/clubs/101150.png,Meiji Yasuda J1 League,https://futhead.cursecdn.com/static/img/22/leagues/349.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Right,3,4,6/12/1990,176cm,High/Medium,Silver,68,77,67,61,71,27,79
